1602182834
Date,Generic (AI_1),FlowMeter Rate (AI_2),FlowMeter Total (AI_2)
,PH,Flow,Flow
,pH,gal/min,gal
01/16/2024 20:18:55,     8.82,        31.70,  14978664.00,
01/16/2024 20:23:55,     8.82,        40.35,  14978699.00,
01/16/2024 20:28:55,     8.70,        12.49,  14978699.00,
01/16/2024 20:33:55,     8.89,        14.41,  14978699.00,
01/16/2024 20:38:55,     8.86,       113.36,  14978735.00,
01/16/2024 20:43:55,     8.70,        18.25,  14978819.00,
01/16/2024 20:48:55,     8.62,        11.53,  14978819.00,
01/16/2024 20:53:55,     8.99,        72.05,  14978834.00,
01/16/2024 20:58:55,     8.93,        18.25,  14978909.00,
01/16/2024 21:03:55,     8.60,        63.41,  14978923.00,
01/16/2024 21:08:55,     8.46,        33.62,  14978994.00,
01/16/2024 21:13:55,     8.66,        30.74,  14978994.00,
01/16/2024 21:18:55,     8.91,         8.65,  14979073.00,
01/16/2024 21:23:55,     8.84,        10.57,  14979073.00,
01/16/2024 21:28:55,     8.89,         3.84,  14979073.00,
01/16/2024 21:33:55,     8.66,        16.33,  14979073.00,
01/16/2024 21:38:55,     8.76,        23.06,  14979073.00,
01/16/2024 21:43:55,     8.89,        31.70,  14979073.00,
01/16/2024 21:48:55,     8.74,        15.37,  14979073.00,
01/16/2024 21:53:55,     8.93,        36.51,  14979073.00,
01/16/2024 21:58:55,     8.89,         8.65,  14979073.00,
01/16/2024 22:03:55,     8.82,        23.06,  14979073.00,
01/16/2024 22:08:55,     8.76,        30.74,  14979073.00,
01/16/2024 22:13:55,     8.64,        10.57,  14979073.00,
01/16/2024 22:18:55,     8.95,         8.65,  14979082.00,
01/16/2024 22:23:55,     8.93,        18.25,  14979082.00,
01/16/2024 22:28:55,     8.82,        17.29,  14979082.00,
01/16/2024 22:33:55,     8.60,         6.72,  14979082.00,
01/16/2024 22:38:55,     8.80,        11.53,  14979082.00,
01/16/2024 22:43:55,     8.84,        16.33,  14979082.00,
01/16/2024 22:48:55,     9.05,        21.14,  14979082.00,
01/16/2024 22:53:55,     8.74,        30.74,  14979115.00,
01/16/2024 22:58:55,     8.86,        15.37,  14979141.00,
01/16/2024 23:03:55,     8.97,        10.57,  14979141.00,
01/16/2024 23:08:55,     8.95,        76.86,  14979292.00,
01/16/2024 23:13:55,     8.91,        19.21,  14979357.00,
01/16/2024 23:18:55,     8.95,        13.45,  14979366.00,
01/16/2024 23:23:55,     8.97,        17.29,  14979366.00,
01/16/2024 23:28:55,     8.82,        12.49,  14979366.00,
01/16/2024 23:33:55,     8.89,        13.45,  14979366.00,
01/16/2024 23:38:55,     8.97,        13.45,  14979366.00,
01/16/2024 23:43:55,     8.84,        11.53,  14979402.00,
01/16/2024 23:48:55,     8.72,        37.47,  14979402.00,
01/16/2024 23:53:55,     8.56,        37.47,  14979402.00,
01/16/2024 23:58:55,     8.68,        28.82,  14979402.00,
01/17/2024 00:03:55,     8.80,        34.59,  14979402.00,
01/17/2024 00:08:55,     8.84,        20.17,  14979547.00,
01/17/2024 00:13:55,     8.95,         8.65,  14979547.00,
01/17/2024 00:18:55,     8.33,        30.74,  14979547.00,
01/17/2024 00:23:55,     8.89,        20.17,  14979547.00,
01/17/2024 00:28:55,     9.01,         8.65,  14979547.00,
01/17/2024 00:33:55,     8.93,         8.65,  14979547.00,
01/17/2024 00:38:55,     8.76,        15.37,  14979547.00,
01/17/2024 00:43:55,     8.76,        11.53,  14979547.00,
01/17/2024 00:48:55,     8.93,         5.76,  14979547.00,
01/17/2024 00:53:55,     8.86,        30.74,  14979548.00,
01/17/2024 00:58:55,     8.82,         7.69,  14979677.00,
01/17/2024 01:03:55,     8.46,        35.55,  14979677.00,
01/17/2024 01:08:55,     8.80,        50.92,  14979736.00,
01/17/2024 01:13:55,     8.84,        11.53,  14979872.00,
01/17/2024 01:18:55,     8.91,         8.65,  14979872.00,
01/17/2024 01:23:55,     8.82,        39.39,  14979873.00,
01/17/2024 01:28:55,     8.76,        30.74,  14979873.00,
01/17/2024 01:33:55,     8.80,        11.53,  14979873.00,
01/17/2024 01:38:55,     8.56,        24.02,  14979873.00,
01/17/2024 01:43:55,     8.93,        23.06,  14979931.00,
01/17/2024 01:48:55,     8.89,        14.41,  14979932.00,
01/17/2024 01:53:55,     8.89,        10.57,  14979932.00,
01/17/2024 01:58:55,     8.86,        31.70,  14979932.00,
01/17/2024 02:03:55,     8.95,        24.98,  14979932.00,
01/17/2024 02:08:55,     8.80,         8.65,  14979932.00,
01/17/2024 02:13:55,     8.91,         8.65,  14979932.00,
01/17/2024 02:18:55,     8.84,         5.76,  14979932.00,
01/17/2024 02:23:55,     8.84,         8.65,  14979932.00,
01/17/2024 02:28:56,     8.80,        11.53,  14979932.00,
01/17/2024 02:33:57,     9.03,        22.10,  14979932.00,
01/17/2024 02:38:57,     8.82,        10.57,  14979932.00,
01/17/2024 02:43:57,     8.89,        32.66,  14979932.00,
01/17/2024 02:48:57,     8.89,         3.84,  14979932.00,
01/17/2024 02:53:57,     8.74,         6.72,  14979932.00,
01/17/2024 02:58:57,     9.05,        25.94,  14979932.00,
01/17/2024 03:03:57,     8.89,        13.45,  14979932.00,
01/17/2024 03:08:57,     8.86,        39.39,  14979932.00,
01/17/2024 03:13:57,     8.93,        10.57,  14979932.00,
01/17/2024 03:18:57,     8.93,         8.65,  14979932.00,
01/17/2024 03:23:57,     9.17,        22.10,  14979932.00,
01/17/2024 03:28:57,     8.86,        11.53,  14979932.00,
01/17/2024 03:33:57,     8.89,         6.72,  14979932.00,
01/17/2024 03:38:57,     8.82,        11.53,  14979932.00,
01/17/2024 03:43:57,     8.97,        18.25,  14979932.00,
01/17/2024 03:48:57,     8.82,         6.72,  14979932.00,
01/17/2024 03:53:57,     8.91,        14.41,  14979932.00,
01/17/2024 03:58:57,     8.95,        23.06,  14979932.00,
01/17/2024 04:03:57,     8.95,        18.25,  14979933.00,
01/17/2024 04:08:57,     8.93,        34.59,  14979933.00,
01/17/2024 04:13:57,     8.80,         9.61,  14979933.00,
01/17/2024 04:18:57,     8.89,        22.10,  14979933.00,
01/17/2024 04:23:57,     8.86,        18.25,  14979933.00,
01/17/2024 04:28:57,     8.72,        12.49,  14979942.00,
01/17/2024 04:33:57,     8.95,        36.51,  14979942.00,
01/17/2024 04:38:57,     9.01,        36.51,  14979942.00,
01/17/2024 04:43:57,     9.01,        44.19,  14979950.00,
01/17/2024 04:48:57,     8.91,         4.80,  14979950.00,
01/17/2024 04:53:57,     8.91,        15.37,  14979950.00,
01/17/2024 04:58:57,     8.95,        34.59,  14979950.00,
01/17/2024 05:03:57,     8.95,        24.02,  14979950.00,
01/17/2024 05:08:57,     8.84,        15.37,  14979950.00,
01/17/2024 05:13:57,     8.89,        20.17,  14979950.00,
01/17/2024 05:18:57,     8.93,        13.45,  14979950.00,
01/17/2024 05:23:57,     8.97,        17.29,  14979950.00,
01/17/2024 05:28:57,     8.84,        16.33,  14979950.00,
01/17/2024 05:33:57,     8.97,         4.80,  14979950.00,
01/17/2024 05:38:57,     8.99,        12.49,  14979950.00,
01/17/2024 05:43:57,     8.91,        11.53,  14979950.00,
01/17/2024 05:48:57,     8.86,        10.57,  14979950.00,
01/17/2024 05:53:57,     8.91,        16.33,  14979950.00,
01/17/2024 05:58:57,     8.86,        16.33,  14979950.00,
01/17/2024 06:03:57,     8.86,        21.14,  14979950.00,
01/17/2024 06:08:57,     8.93,         9.61,  14979950.00,
01/17/2024 06:13:57,     8.76,        34.59,  14979950.00,
01/17/2024 06:18:57,     8.91,        18.25,  14979950.00,
01/17/2024 06:23:57,     8.89,         8.65,  14979950.00,
01/17/2024 06:28:57,     8.86,        12.49,  14979950.00,
01/17/2024 06:33:57,     8.64,        30.74,  14979950.00,
01/17/2024 06:38:57,     8.84,        13.45,  14979950.00,
01/17/2024 06:43:57,     8.99,        29.78,  14979950.00,
01/17/2024 06:48:57,     8.95,         6.72,  14979950.00,
01/17/2024 06:53:57,     8.93,        16.33,  14979950.00,
01/17/2024 06:58:57,     8.66,        43.23,  14979950.00,
01/17/2024 07:03:57,     8.86,        16.33,  14979950.00,
01/17/2024 07:08:57,     8.74,        14.41,  14979950.00,
01/17/2024 07:13:57,     8.89,        32.66,  14979950.00,
01/17/2024 07:18:57,     8.89,        10.57,  14979950.00,
01/17/2024 07:23:58,     8.86,        12.49,  14979950.00,
01/17/2024 07:28:58,     8.95,        38.43,  14979950.00,
01/17/2024 07:33:58,     8.80,        35.55,  14979950.00,
01/17/2024 07:38:58,     8.76,        13.45,  14979950.00,
01/17/2024 07:43:58,     9.03,        10.57,  14979950.00,
01/17/2024 07:48:58,     9.07,        45.15,  14979950.00,
01/17/2024 07:53:58,     8.93,        13.45,  14979950.00,
01/17/2024 07:58:58,     8.78,        10.57,  14979950.00,
01/17/2024 08:03:58,     8.97,        11.53,  14979950.00,
01/17/2024 08:08:58,     8.89,        21.14,  14980055.00,
01/17/2024 08:13:58,     8.95,        25.94,  14980055.00,
01/17/2024 08:18:58,     9.11,        36.51,  14980269.00,
01/17/2024 08:23:58,     8.91,        27.86,  14980269.00,
01/17/2024 08:28:58,     8.80,        10.57,  14980389.00,
01/17/2024 08:33:58,     8.89,        30.74,  14980415.00,
01/17/2024 08:38:58,     8.93,        16.33,  14980415.00,
01/17/2024 08:43:58,     8.74,        11.53,  14980415.00,
01/17/2024 08:48:58,     8.66,        10.57,  14980415.00,
01/17/2024 08:53:58,     8.72,        24.02,  14980415.00,
01/17/2024 08:58:58,     8.95,         5.76,  14980415.00,
01/17/2024 09:03:58,     8.78,        10.57,  14980415.00,
01/17/2024 09:08:58,     8.76,        31.70,  14980415.00,
01/17/2024 09:13:58,     8.93,         8.65,  14980415.00,
01/17/2024 09:18:58,     8.93,        11.53,  14980415.00,
01/17/2024 09:23:58,     8.70,        14.41,  14980415.00,
01/17/2024 09:28:58,     8.78,         6.72,  14980415.00,
01/17/2024 09:33:58,     8.78,        29.78,  14980415.00,
01/17/2024 09:38:58,     8.80,        67.25,  14980422.00,
01/17/2024 09:43:58,     8.86,        37.47,  14980600.00,
01/17/2024 09:48:58,     8.74,        45.15,  14980600.00,
01/17/2024 09:53:58,     8.48,         7.69,  14980609.00,
01/17/2024 09:58:58,     8.80,         9.61,  14980609.00,
01/17/2024 10:03:58,     8.91,        40.35,  14980685.00,
01/17/2024 10:08:58,     8.44,        70.13,  14980701.00,
01/17/2024 10:13:58,     8.82,        61.48,  14980849.00,
01/17/2024 10:18:58,     8.68,        13.45,  14980863.00,
01/17/2024 10:23:58,     8.78,        24.02,  14980907.00,
01/17/2024 10:28:58,     8.86,        42.27,  14981006.00,
01/17/2024 10:33:58,     8.93,        41.31,  14981168.00,
01/17/2024 10:38:58,     8.95,       101.83,  14981237.00,
01/17/2024 10:43:58,     8.72,        29.78,  14981282.00,
01/17/2024 10:48:58,     8.86,        43.23,  14981396.00,
01/17/2024 10:53:58,     8.95,        29.78,  14981396.00,
01/17/2024 10:58:58,     8.62,         7.69,  14981396.00,
01/17/2024 11:03:58,     8.78,         6.72,  14981396.00,
01/17/2024 11:08:58,     8.89,         8.65,  14981396.00,
01/17/2024 11:13:58,     8.70,        37.47,  14981396.00,
01/17/2024 11:18:58,     8.84,        13.45,  14981413.00,
01/17/2024 11:23:58,     8.74,         6.72,  14981413.00,
01/17/2024 11:28:58,     8.70,        46.11,  14981413.00,
01/17/2024 11:33:58,     8.58,        13.45,  14981413.00,
01/17/2024 11:38:58,     8.84,         7.69,  14981413.00,
01/17/2024 11:43:58,     8.84,        31.70,  14981414.00,
01/17/2024 11:48:58,     8.80,        20.17,  14981414.00,
01/17/2024 11:53:58,     8.76,        25.94,  14981414.00,
01/17/2024 11:58:58,     8.82,        33.62,  14981422.00,
01/17/2024 12:03:58,     8.97,        20.17,  14981450.00,
01/17/2024 12:08:58,     8.72,        18.25,  14981473.00,
01/17/2024 12:13:58,     8.44,        18.25,  14981473.00,
01/17/2024 12:18:58,     8.80,        61.48,  14981547.00,
01/17/2024 12:23:58,     8.80,        24.02,  14981566.00,
01/17/2024 12:28:58,     8.91,        41.31,  14981574.00,
01/17/2024 12:33:58,     8.93,         9.61,  14981574.00,
01/17/2024 12:38:58,     8.82,        10.57,  14981574.00,
01/17/2024 12:43:58,     8.86,        35.55,  14981574.00,
01/17/2024 12:48:58,     8.97,        14.41,  14981574.00,
01/17/2024 12:53:58,     8.97,        32.66,  14981574.00,
01/17/2024 12:58:58,     8.95,         7.69,  14981574.00,
01/17/2024 13:03:58,     8.76,         6.72,  14981574.00,
01/17/2024 13:08:58,     8.89,        24.98,  14981575.00,
01/17/2024 13:13:58,     8.82,        16.33,  14981575.00,
01/17/2024 13:18:58,     8.78,        24.98,  14981575.00,
01/17/2024 13:23:58,     8.89,        11.53,  14981575.00,
01/17/2024 13:28:58,     8.70,        33.62,  14981575.00,
01/17/2024 13:33:58,     8.91,        16.33,  14981584.00,
01/17/2024 13:38:58,     8.70,        13.45,  14981584.00,
01/17/2024 13:43:58,     8.68,        15.37,  14981584.00,
01/17/2024 13:48:58,     8.82,        11.53,  14981584.00,
01/17/2024 13:53:58,     8.86,        11.53,  14981584.00,
01/17/2024 13:58:58,     8.60,        35.55,  14981584.00,
01/17/2024 14:03:58,     8.93,        47.07,  14981587.00,
01/17/2024 14:08:58,     8.74,         9.61,  14981587.00,
01/17/2024 14:13:58,     8.95,        33.62,  14981587.00,
01/17/2024 14:18:58,     8.86,        28.82,  14981611.00,
01/17/2024 14:23:58,     8.72,        17.29,  14981611.00,
01/17/2024 14:28:58,     8.78,         9.61,  14981611.00,
01/17/2024 14:33:58,     8.72,        10.57,  14981611.00,
01/17/2024 14:38:58,     8.62,        31.70,  14981611.00,
01/17/2024 14:43:58,     8.70,         5.76,  14981611.00,
01/17/2024 14:48:58,     8.89,        30.74,  14981611.00,
01/17/2024 14:53:58,     8.78,        12.49,  14981611.00,
01/17/2024 14:58:58,     8.54,        17.29,  14981611.00,
01/17/2024 15:03:58,     8.76,        15.37,  14981619.00,
01/17/2024 15:08:58,     8.80,        15.37,  14981619.00,
01/17/2024 15:13:58,     8.80,        12.49,  14981619.00,
01/17/2024 15:18:58,     8.62,        10.57,  14981619.00,
01/17/2024 15:23:58,     8.62,        31.70,  14981619.00,
01/17/2024 15:28:58,     8.62,         8.65,  14981619.00,
01/17/2024 15:33:58,     8.62,        34.59,  14981619.00,
01/17/2024 15:38:58,     8.72,        35.55,  14981626.00,
01/17/2024 15:43:58,     8.80,         5.76,  14981626.00,
01/17/2024 15:48:58,     8.80,        14.41,  14981626.00,
01/17/2024 15:53:58,     8.78,        25.94,  14981627.00,
01/17/2024 15:58:58,     8.84,        13.45,  14981653.00,
01/17/2024 16:03:58,     8.78,         5.76,  14981653.00,
01/17/2024 16:08:58,     8.97,        16.33,  14981653.00,
01/17/2024 16:13:58,     8.95,         8.65,  14981653.00,
01/17/2024 16:18:58,     8.70,        13.45,  14981653.00,
01/17/2024 16:23:58,     8.89,         9.61,  14981653.00,
01/17/2024 16:28:58,     8.82,        11.53,  14981653.00,
01/17/2024 16:33:58,     8.74,         9.61,  14981653.00,
01/17/2024 16:38:58,     8.66,        13.45,  14981653.00,
01/17/2024 16:43:58,     8.70,        34.59,  14981653.00,
01/17/2024 16:48:58,     8.78,        20.17,  14981653.00,
01/17/2024 16:53:58,     8.78,        19.21,  14981653.00,
01/17/2024 16:58:58,     8.93,        12.49,  14981653.00,
01/17/2024 17:03:58,     8.86,        33.62,  14981653.00,
01/17/2024 17:08:58,     8.72,        39.39,  14981653.00,
01/17/2024 17:13:58,     8.74,        30.74,  14981653.00,
01/17/2024 17:18:58,     8.76,        32.66,  14981787.00,
01/17/2024 17:23:58,     8.86,         8.65,  14981796.00,
01/17/2024 17:28:58,     8.84,        45.15,  14981796.00,
01/17/2024 17:33:58,     8.74,        43.23,  14981804.00,
01/17/2024 17:38:58,     8.84,        26.90,  14981820.00,
01/17/2024 17:43:58,     8.74,        15.37,  14981821.00,
01/17/2024 17:48:58,     8.62,        17.29,  14981821.00,
01/17/2024 17:53:58,     8.68,        30.74,  14981821.00,
01/17/2024 17:58:58,     8.91,        42.27,  14981859.00,
01/17/2024 18:03:58,     8.82,        18.25,  14981859.00,
01/17/2024 18:08:58,     8.68,        39.39,  14982001.00,
01/17/2024 18:13:58,     8.82,        17.29,  14982002.00,
01/17/2024 18:18:58,     8.76,        10.57,  14982002.00,
01/17/2024 18:23:58,     8.80,        24.98,  14982002.00,
01/17/2024 18:28:58,     8.78,        24.98,  14982002.00,
01/17/2024 18:33:58,     8.82,        11.53,  14982002.00,
01/17/2024 18:38:58,     8.84,         8.65,  14982002.00,
01/17/2024 18:43:58,     8.89,        20.17,  14982004.00,
01/17/2024 18:48:58,     8.44,        12.49,  14982004.00,
01/17/2024 18:53:58,     8.68,        30.74,  14982092.00,
01/17/2024 18:58:58,     8.54,        44.19,  14982198.00,
01/17/2024 19:03:58,     8.74,         8.65,  14982198.00,
01/17/2024 19:08:58,     8.82,        14.41,  14982199.00,
01/17/2024 19:13:58,     8.84,        45.15,  14982312.00,
01/17/2024 19:18:58,     8.74,         9.61,  14982312.00,
01/17/2024 19:23:58,     8.78,        21.14,  14982312.00,
01/17/2024 19:28:58,     8.72,        35.55,  14982313.00,
01/17/2024 19:33:58,     8.80,        13.45,  14982313.00,
01/17/2024 19:38:58,     8.36,        16.33,  14982313.00,
01/17/2024 19:43:58,     8.72,        50.92,  14982320.00,
01/17/2024 19:48:58,     8.95,        20.17,  14982321.00,
01/17/2024 19:53:58,     8.58,        21.14,  14982321.00,
01/17/2024 19:58:58,     8.68,        26.90,  14982321.00,
01/17/2024 20:03:59,     8.68,        48.04,  14982354.00,
01/17/2024 20:09:00,     8.84,         8.65,  14982407.00,
01/17/2024 20:14:00,     8.80,        15.37,  14982407.00,
01/17/2024 20:19:00,     8.89,         9.61,  14982407.00,
01/17/2024 20:24:00,     8.70,         3.84,  14982407.00,
01/17/2024 20:29:00,     8.54,         3.84,  14982407.00,
01/17/2024 20:34:00,     8.84,         7.69,  14982408.00,
01/17/2024 20:39:00,     8.82,         9.61,  14982408.00,
01/17/2024 20:44:00,     8.84,        11.53,  14982408.00,
01/17/2024 20:49:00,     8.68,        17.29,  14982408.00,
01/17/2024 20:54:00,     8.64,        11.53,  14982408.00,
01/17/2024 20:59:00,     8.70,        19.21,  14982408.00,
01/17/2024 21:04:00,     8.84,        29.78,  14982408.00,
01/17/2024 21:09:00,     8.74,        11.53,  14982408.00,
01/17/2024 21:14:00,     8.89,         6.72,  14982453.00,
01/17/2024 21:19:00,     8.91,        12.49,  14982453.00,
01/17/2024 21:24:00,     8.84,        32.66,  14982453.00,
01/17/2024 21:29:00,     8.78,        24.98,  14982509.00,
01/17/2024 21:34:00,     8.86,         3.84,  14982509.00,
01/17/2024 21:39:00,     8.89,         9.61,  14982509.00,
01/17/2024 21:44:00,     8.82,        38.43,  14982512.00,
01/17/2024 21:49:00,     8.46,        19.21,  14982512.00,
01/17/2024 21:54:00,     8.78,        19.21,  14982512.00,
01/17/2024 21:59:00,     8.84,        16.33,  14982512.00,
01/17/2024 22:04:00,     8.84,         2.88,  14982512.00,
01/17/2024 22:09:00,     8.76,        11.53,  14982512.00,
01/17/2024 22:14:00,     8.68,        37.47,  14982512.00,
01/17/2024 22:19:00,     8.72,        14.41,  14982512.00,
01/17/2024 22:24:00,     8.80,        18.25,  14982512.00,
01/17/2024 22:29:00,     8.89,        20.17,  14982512.00,
01/17/2024 22:34:00,     8.78,        12.49,  14982512.00,
01/17/2024 22:39:00,     8.82,        19.21,  14982545.00,
01/17/2024 22:44:00,     8.74,        13.45,  14982554.00,
01/17/2024 22:49:00,     8.80,         5.76,  14982554.00,
01/17/2024 22:54:00,     8.84,        31.70,  14982554.00,
01/17/2024 22:59:00,     8.86,        33.62,  14982554.00,
01/17/2024 23:04:00,     8.84,        12.49,  14982561.00,
01/17/2024 23:09:00,     8.84,        20.17,  14982561.00,
01/17/2024 23:14:00,     8.86,        32.66,  14982561.00,
01/17/2024 23:19:00,     8.74,        39.39,  14982561.00,
01/17/2024 23:24:00,     8.78,         8.65,  14982561.00,
01/17/2024 23:29:00,     8.62,        18.25,  14982561.00,
01/17/2024 23:34:00,     8.60,        16.33,  14982561.00,
01/17/2024 23:39:00,     8.89,        21.14,  14982561.00,
01/17/2024 23:44:00,     8.86,        15.37,  14982561.00,
01/17/2024 23:49:00,     8.66,        29.78,  14982568.00,
01/17/2024 23:54:00,     8.91,        19.21,  14982568.00,
01/17/2024 23:59:00,     8.76,        20.17,  14982581.00,
01/18/2024 00:04:00,     8.78,        24.02,  14982581.00,
01/18/2024 00:09:00,     8.84,        37.47,  14982581.00,
01/18/2024 00:14:00,     8.91,        45.15,  14982583.00,
01/18/2024 00:19:00,     8.82,        10.57,  14982584.00,
01/18/2024 00:24:00,     8.86,        27.86,  14982584.00,
01/18/2024 00:29:00,     8.89,        10.57,  14982584.00,
01/18/2024 00:34:00,     8.97,         7.69,  14982584.00,
01/18/2024 00:39:00,     8.78,        39.39,  14982584.00,
01/18/2024 00:44:00,     8.97,        11.53,  14982584.00,
01/18/2024 00:49:00,     8.76,        19.21,  14982584.00,
01/18/2024 00:54:00,     8.91,        18.25,  14982584.00,
01/18/2024 00:59:00,     8.48,        17.29,  14982786.00,
01/18/2024 01:04:00,     8.72,        20.17,  14982786.00,
01/18/2024 01:09:00,     8.68,         4.80,  14982786.00,
01/18/2024 01:14:00,     8.84,         9.61,  14982786.00,
01/18/2024 01:19:00,     9.99,         8.65,  14982786.00,
01/18/2024 01:24:00,     9.05,         9.61,  14982786.00,
01/18/2024 01:29:00,     8.95,         9.61,  14982786.00,
01/18/2024 01:34:00,     9.05,        11.53,  14982787.00,
01/18/2024 01:39:00,     9.58,         7.69,  14982787.00,
01/18/2024 01:44:00,     9.54,         3.84,  14982787.00,
01/18/2024 01:49:00,     9.92,        10.57,  14982931.00,
01/18/2024 01:54:00,     9.07,        35.55,  14982931.00,
01/18/2024 01:59:00,     8.82,        13.45,  14982939.00,
01/18/2024 02:04:00,     8.97,        26.90,  14982948.00,
01/18/2024 02:09:00,     8.84,        42.27,  14982981.00,
01/18/2024 02:14:00,     8.72,        12.49,  14982981.00,
01/18/2024 02:19:00,     8.78,        15.37,  14982981.00,
01/18/2024 02:24:00,     8.72,        37.47,  14982981.00,
01/18/2024 02:29:00,     8.82,         9.61,  14982981.00,
01/18/2024 02:34:00,     8.84,        14.41,  14982981.00,
01/18/2024 02:39:00,     8.76,        20.17,  14982981.00,
01/18/2024 02:44:00,     8.80,         9.61,  14982981.00,
01/18/2024 02:49:00,     8.76,        23.06,  14982981.00,
01/18/2024 02:54:00,     8.78,        26.90,  14982981.00,
01/18/2024 02:59:00,     8.72,        11.53,  14982981.00,
01/18/2024 03:04:00,     8.80,        22.10,  14982981.00,
01/18/2024 03:09:00,     8.84,        28.82,  14982981.00,
01/18/2024 03:14:00,     8.84,        11.53,  14982981.00,
01/18/2024 03:19:00,     8.91,        35.55,  14982981.00,
01/18/2024 03:24:00,     8.80,        12.49,  14982981.00,
01/18/2024 03:29:00,     8.89,        17.29,  14982981.00,
01/18/2024 03:34:00,     8.84,         7.69,  14982981.00,
01/18/2024 03:39:00,     8.82,         7.69,  14982981.00,
01/18/2024 03:44:00,     8.74,        15.37,  14982981.00,
01/18/2024 03:49:00,     8.91,         8.65,  14982981.00,
01/18/2024 03:54:00,     8.74,        10.57,  14982981.00,
01/18/2024 03:59:00,     8.78,        27.86,  14982981.00,
01/18/2024 04:04:01,     8.78,        15.37,  14982982.00,
01/18/2024 04:09:02,     8.89,        12.49,  14982982.00,
01/18/2024 04:14:02,     8.82,        23.06,  14982982.00,
01/18/2024 04:19:02,     8.74,        21.14,  14983035.00,
01/18/2024 04:24:02,     8.74,        11.53,  14983035.00,
01/18/2024 04:29:02,     8.72,        10.57,  14983035.00,
01/18/2024 04:34:02,     8.93,        21.14,  14983035.00,
01/18/2024 04:39:02,     8.93,        20.17,  14983035.00,
01/18/2024 04:44:02,     8.70,        11.53,  14983035.00,
01/18/2024 04:49:02,     9.05,         9.61,  14983035.00,
01/18/2024 04:54:02,     8.99,        40.35,  14983035.00,
01/18/2024 04:59:02,     8.70,        12.49,  14983035.00,
01/18/2024 05:04:02,     8.89,         5.76,  14983035.00,
01/18/2024 05:09:02,     8.76,         5.76,  14983035.00,
01/18/2024 05:14:02,     8.68,        24.02,  14983035.00,
01/18/2024 05:19:02,     8.80,        13.45,  14983035.00,
01/18/2024 05:24:02,     8.91,         9.61,  14983035.00,
01/18/2024 05:29:02,     8.84,         8.65,  14983035.00,
01/18/2024 05:34:02,     8.91,        28.82,  14983035.00,
01/18/2024 05:39:02,     8.74,         6.72,  14983035.00,
01/18/2024 05:44:02,     8.86,        13.45,  14983035.00,
01/18/2024 05:49:02,     8.78,        37.47,  14983035.00,
01/18/2024 05:54:02,     8.95,        17.29,  14983046.00,
01/18/2024 05:59:02,     8.84,        26.90,  14983046.00,
01/18/2024 06:04:02,     8.95,        24.02,  14983046.00,
01/18/2024 06:09:02,     8.91,        10.57,  14983046.00,
01/18/2024 06:14:02,     8.74,         8.65,  14983046.00,
01/18/2024 06:19:02,     8.91,        14.41,  14983046.00,
01/18/2024 06:24:02,     8.84,        11.53,  14983046.00,
01/18/2024 06:29:02,     8.84,        30.74,  14983046.00,
01/18/2024 06:34:02,     8.76,         7.69,  14983046.00,
01/18/2024 06:39:02,     8.62,         9.61,  14983046.00,
01/18/2024 06:44:02,     8.62,        10.57,  14983046.00,
01/18/2024 06:49:02,     8.84,         9.61,  14983046.00,
01/18/2024 06:54:02,     8.95,        13.45,  14983046.00,
01/18/2024 06:59:02,     8.82,        21.14,  14983055.00,
01/18/2024 07:04:02,     8.82,        10.57,  14983168.00,
01/18/2024 07:09:02,     8.99,         9.61,  14983168.00,
01/18/2024 07:14:02,     8.86,        37.47,  14983168.00,
01/18/2024 07:19:02,     8.95,        24.98,  14983168.00,
01/18/2024 07:24:02,     8.78,        33.62,  14983168.00,
01/18/2024 07:29:02,     8.89,        14.41,  14983168.00,
01/18/2024 07:34:02,     8.78,        33.62,  14983168.00,
01/18/2024 07:39:02,     8.99,        10.57,  14983168.00,
01/18/2024 07:44:02,     8.91,        11.53,  14983168.00,
01/18/2024 07:49:02,     8.76,        14.41,  14983168.00,
01/18/2024 07:54:02,     8.84,         3.84,  14983168.00,
01/18/2024 07:59:02,     8.84,         5.76,  14983168.00,
01/18/2024 08:04:03,     8.89,         2.88,  14983168.00,
01/18/2024 08:09:04,     8.72,        15.37,  14983236.00,
01/18/2024 08:14:04,     8.89,        41.31,  14983236.00,
01/18/2024 08:19:04,     8.84,        40.35,  14983329.00,
01/18/2024 08:24:04,     8.89,        32.66,  14983329.00,
01/18/2024 08:29:04,     8.89,        12.49,  14983339.00,
01/18/2024 08:34:04,     8.82,         4.80,  14983339.00,
01/18/2024 08:39:04,     8.95,         3.84,  14983339.00,
01/18/2024 08:44:04,     8.76,        26.90,  14983339.00,
01/18/2024 08:49:04,     8.93,        11.53,  14983339.00,
01/18/2024 08:54:04,     8.84,         7.69,  14983339.00,
01/18/2024 08:59:04,     8.91,         9.61,  14983339.00,
01/18/2024 09:04:04,     8.76,        37.47,  14983354.00,
01/18/2024 09:09:04,     9.01,        26.90,  14983354.00,
01/18/2024 09:14:04,     8.78,        41.31,  14983569.00,
01/18/2024 09:19:04,     8.82,        48.04,  14983569.00,
01/18/2024 09:24:04,     8.64,        45.15,  14983684.00,
01/18/2024 09:29:04,     8.86,        39.39,  14983823.00,
01/18/2024 09:34:04,     8.74,        41.31,  14984039.00,
01/18/2024 09:39:04,     8.80,        38.43,  14984039.00,
